Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,25.0,4.0,1.34,4.0,0.0,0.0,3.0,1.0,0
2011,60.0,8.0,2.0,17.0,52.0,3.06,5.0,1.25,99
2012,61.0,9.0,2.25,20.0,30.0,1.5,19.0,4.75,12
2013,62.0,7.0,1.75,17.0,26.0,1.53,17.0,4.25,-22
2014,74.0,6.0,1.5,17.0,51.0,3.0,12.0,3.0,-14
2015,68.0,8.0,2.0,19.0,37.0,1.95,9.0,2.25,33
2016,72.0,7.0,1.75,18.0,8.0,0.44,16.0,4.0,-12
2017,75.0,5.0,1.25,18.0,42.0,2.33,18.0,4.5,-28
2018,82.0,17.0,4.25,26.0,-33.0,-0.0,21.0,5.25,239
2019,80.0,13.0,3.25,21.0,-25.0,-0.0,21.0,5.25,-23
