Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,91.0,3.0,0.12,6.0,0.0,0.0,0.0,0.0,0
2011,200.0,4.0,0.16,15.0,-11.0,-0.0,12.0,0.48,32
2012,207.0,5.0,0.2,20.0,-31.0,-0.0,11.0,0.42,24
2013,177.0,-2.0,-0.07,17.0,-43.0,-0.0,13.0,0.45,-139
2014,158.0,-7.0,-0.26,9.0,-25.0,-0.0,3.0,0.11,-251
2015,135.0,-2.0,-0.08,10.0,-15.0,-0.0,8.0,0.32,71
2016,140.0,-1.0,-0.06,9.0,-12.0,-0.0,4.0,0.18,49
2017,160.0,3.0,0.14,17.0,-4.0,-0.0,5.0,0.23,403
2018,170.0,5.0,0.22,16.0,9.0,0.56,-6.0,-0.26,66
2019,167.0,-13.0,-0.58,1.0,23.0,23.0,-5.0,-0.23,-359
