Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,4.0,-4.0,-0.8,-4.0,-3.0,-0.0,-8.0,-1.6,0
2012,13.0,2.0,0.4,2.0,-8.0,-0.0,-2.0,-0.4,150
2013,35.0,0.0,0.0,-1.0,0.0,0.0,-14.0,-1.75,-100
2014,50.0,2.0,0.18,2.0,19.0,9.5,-21.0,-1.91,19900
2015,79.0,-4.0,-0.32,6.0,43.0,7.17,12.0,1.0,-299
2016,95.0,2.0,0.14,11.0,30.0,2.73,3.0,0.21,150
2017,74.0,-12.0,-0.71,4.0,40.0,10.0,-14.0,-0.82,-697
2018,61.0,-5.0,-0.23,0.0,41.0,0.0,-25.0,-1.14,58
2019,108.0,-7.0,-0.98,-2.0,20.0,0.0,20.0,2.86,-40
2020,88.0,-17.0,-1.17,-9.0,27.0,0.0,33.0,1.0,-143
