Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,168.0,3.0,0.5,4.0,0.0,0.0,-18.0,-3.0,0
2011,275.0,-2.0,-0.34,0.0,24.0,0.0,14.0,2.33,-166
2012,191.0,-5.0,-0.84,-5.0,23.0,0.0,2.0,0.33,-151
2013,135.0,-14.0,-2.0,-6.0,16.0,0.0,-1.0,-0.14,-180
2014,108.0,-7.0,-1.17,-3.0,14.0,0.0,11.0,1.83,49
2015,44.0,-2.0,-0.28,-6.0,0.0,0.0,-3.0,-0.43,71
2016,34.0,-4.0,-0.52,0.0,2.0,0.0,-5.0,-0.63,-101
2017,53.0,-4.0,-0.52,4.0,5.0,1.25,-4.0,-0.5,0
2018,58.0,0.0,0.0,4.0,6.0,1.5,-3.0,-0.38,100
2019,52.0,-4.0,-1.11,0.0,5.0,0.0,-2.0,-0.67,-40099
