Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,0.0,-7.0,-7.0,-4.0,0.0,0.0,-3.0,-3.0,0
2011,0.0,-37.0,-1.95,-36.0,-63.0,-0.0,-33.0,-1.74,-501
2012,0.0,-59.0,-2.57,-59.0,-72.0,-0.0,-44.0,-1.91,-61
2013,47.0,-61.0,-2.17,-59.0,-119.0,-0.0,-42.0,-1.5,-3
2014,156.0,-37.0,-1.28,-24.0,-163.0,-0.0,-6.0,-0.21,39
2015,239.0,-71.0,-2.54,-22.0,165.0,0.0,12.0,0.43,-94
2016,163.0,-173.0,-5.97,-121.0,216.0,0.0,-44.0,-1.52,-145
