Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,125.0,-12.0,-0.4,1.0,0.0,0.0,-10.0,-0.33,0
2011,325.0,-15.0,-0.5,-5.0,6.0,0.0,-4.0,-0.13,-25
2012,302.0,-34.0,-1.13,-20.0,14.0,0.0,-10.0,-0.33,-126
2013,252.0,-14.0,-0.43,-2.0,5.0,0.0,-6.0,-0.19,58
2014,281.0,-5.0,-0.15,3.0,3.0,1.0,-2.0,-0.06,64
2015,289.0,-4.0,-0.12,8.0,6.0,0.75,0.0,0.0,19
2016,301.0,0.0,0.0,10.0,-6.0,-0.0,16.0,0.44,100
2017,301.0,24.0,0.63,10.0,-2.0,-0.0,5.0,0.13,239900
2018,287.0,-4.0,-0.12,2.0,-2.0,-0.0,2.0,0.06,-116
2019,278.0,-30.0,-0.83,0.0,0.0,0.0,2.0,0.06,-651
