Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,12.0,-5.0,-0.83,-10.0,0.0,0.0,2.0,0.33,0
2011,23.0,0.0,0.0,2.0,17.0,8.5,6.0,1.0,100
2012,20.0,5.0,0.84,7.0,16.0,2.29,2.0,0.33,49900
2013,18.0,4.0,0.68,5.0,-2.0,-0.0,0.0,0.0,-20
2014,22.0,4.0,0.52,5.0,31.0,6.2,-2.0,-0.25,0
2015,32.0,4.0,0.36,10.0,45.0,4.5,5.0,0.45,0
2016,32.0,4.0,0.36,9.0,46.0,5.11,7.0,0.64,0
2017,36.0,2.0,0.18,9.0,31.0,3.44,8.0,0.73,-50
2018,50.0,12.0,0.78,19.0,47.0,2.47,3.0,0.2,497
2019,52.0,12.0,0.6,18.0,38.0,2.11,8.0,0.42,0
