Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,85.0,28.0,0.52,45.0,503.0,11.18,40.0,0.77,0
2012,91.0,30.0,0.7,49.0,741.0,15.12,39.0,0.91,7
2013,101.0,37.0,0.87,60.0,829.0,13.82,51.0,1.21,23
2014,101.0,38.0,0.9,59.0,950.0,16.1,51.0,1.21,2
2015,114.0,45.0,1.09,70.0,785.0,11.21,42.0,1.02,18
2016,143.0,51.0,1.24,78.0,765.0,9.81,26.0,0.63,13
2017,119.0,47.0,1.1,74.0,609.0,8.23,33.0,0.77,-7
2018,111.0,40.0,0.92,71.0,573.0,8.07,51.0,1.16,-14
2019,104.0,50.0,3.84,66.0,502.0,7.61,53.0,4.08,24
2020,102.0,49.0,3.84,64.0,406.0,6.34,50.0,4.17,-2
