Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,129.0,-2.0,-0.16,1.0,0.0,0.0,-2.0,-0.17,0
2011,297.0,-3.0,-0.25,6.0,9.0,1.5,-7.0,-0.58,-50
2012,279.0,-2.0,-0.16,8.0,2.0,0.25,15.0,1.25,33
2013,240.0,-5.0,-0.35,5.0,-12.0,-0.0,0.0,0.0,-151
2014,246.0,-3.0,-0.19,8.0,-5.0,-0.0,7.0,0.44,39
2015,287.0,-6.0,-0.36,8.0,25.0,3.13,18.0,1.06,-100
2016,333.0,-7.0,-0.4,10.0,37.0,3.7,5.0,0.28,-16
2017,325.0,-4.0,-0.22,15.0,31.0,2.07,6.0,0.33,42
2018,170.0,0.0,0.0,16.0,26.0,1.63,6.0,0.32,100
2019,292.0,-2.0,-0.1,10.0,24.0,2.4,7.0,0.37,-20099
