Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,260.0,12.0,0.46,19.0,0.0,0.0,13.0,0.5,0
2011,672.0,35.0,1.34,100.0,172.0,1.72,25.0,0.96,176
2012,730.0,23.0,0.88,112.0,162.0,1.45,29.0,1.12,-33
2013,721.0,38.0,1.45,100.0,214.0,2.14,63.0,2.42,62
2014,818.0,38.0,1.4,112.0,208.0,1.86,57.0,2.11,0
2015,745.0,34.0,1.31,96.0,184.0,1.92,66.0,2.54,-10
2016,707.0,23.0,0.92,81.0,299.0,3.69,58.0,2.32,-31
2017,875.0,50.0,1.72,118.0,225.0,1.91,51.0,1.76,112
2018,1174.0,36.0,0.94,155.0,1539.0,9.93,79.0,2.08,-27
2019,1831.0,126.0,1.95,354.0,1414.0,3.99,205.0,3.2,243
2020,1783.0,-25.0,-0.4,193.0,1349.0,6.99,205.0,3.2,-118
