Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,83.0,5.0,0.26,8.0,0.0,0.0,4.0,0.21,0
2011,134.0,-2.0,-2.0,6.0,-5.0,-0.0,5.0,5.0,-139
2012,100.0,-2.0,-2.0,3.0,-9.0,-0.0,1.0,1.0,0
2013,78.0,1.0,0.07,2.0,-16.0,-0.0,3.0,0.21,150
2014,65.0,-2.0,-2.0,0.0,-17.0,0.0,-1.0,-1.0,-298
2015,75.0,4.0,0.16,4.0,-14.0,-0.0,3.0,0.13,301
2016,80.0,4.0,0.2,5.0,-10.0,-0.0,4.0,0.24,0
2017,84.0,6.0,0.32,6.0,-18.0,-0.0,1.0,0.06,49
2018,85.0,23.0,1.32,7.0,-25.0,-0.0,4.0,0.24,282
2019,105.0,5.0,0.3,9.0,9.0,1.0,-9.0,-0.56,-78
2020,112.0,5.0,0.3,10.0,10.0,1.0,-8.0,-0.5,0
