Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,32.0,3.0,0.75,4.0,0.0,0.0,-2.0,-0.5,0
2011,71.0,8.0,2.0,18.0,537.0,29.83,31.0,7.75,165
2012,72.0,12.0,3.0,22.0,486.0,22.09,25.0,6.25,49
2013,77.0,13.0,2.6,22.0,505.0,22.95,40.0,8.0,8
2014,88.0,13.0,1.63,21.0,624.0,29.71,20.0,2.5,0
2015,99.0,15.0,1.5,25.0,402.0,16.08,22.0,2.2,15
2016,124.0,26.0,2.17,39.0,219.0,5.62,37.0,3.08,73
2017,144.0,33.0,2.54,46.0,233.0,5.07,28.0,2.15,26
2018,181.0,41.0,2.71,58.0,319.0,5.5,52.0,3.47,24
2019,232.0,55.0,3.66,79.0,202.0,2.56,66.0,4.4,34
