Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,20.0,4.0,0.18,3.0,0.0,0.0,3.0,0.14,0
2011,58.0,16.0,0.68,19.0,-138.0,-0.0,22.0,0.92,299
2012,52.0,11.0,0.48,12.0,-134.0,-0.0,12.0,0.52,-31
2013,47.0,5.0,0.23,5.0,-134.0,-0.0,9.0,0.41,-54
2014,49.0,0.0,0.0,3.0,-60.0,-0.0,4.0,0.2,-100
2015,58.0,7.0,0.35,9.0,-66.0,-0.0,13.0,0.65,69900
2016,71.0,11.0,0.53,16.0,-79.0,-0.0,11.0,0.52,56
2017,86.0,15.0,0.69,19.0,-103.0,-0.0,19.0,0.86,36
2018,191.0,0.0,0.0,4.0,-99.0,-0.0,4.0,0.18,-100
2019,85.0,1.0,0.04,4.0,-86.0,-0.0,5.0,0.23,9900
