Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,3260.0,305.0,2.77,925.0,2592.0,2.8,151.0,1.37,0
2011,3219.0,320.0,2.91,878.0,2796.0,3.18,93.0,0.85,4
2012,3092.0,333.0,3.03,932.0,3334.0,3.58,218.0,1.98,4
2013,3275.0,375.0,3.41,974.0,3605.0,3.7,-3.0,-0.03,12
2014,3349.0,391.0,1.77,967.0,3852.0,3.98,51.0,0.23,4
2015,3252.0,387.0,0.86,1015.0,3990.0,3.93,49.0,0.11,-1
2016,3318.0,381.0,1.69,1010.0,4555.0,4.51,-273.0,-1.21,-1
2017,3380.0,466.0,2.04,1164.0,0.0,0.0,-299.0,-1.31,22
2018,3533.0,510.0,2.2,1268.0,5923.0,4.67,-1041.0,-4.55,9
2019,3647.0,555.0,2.31,2404.0,6511.0,2.71,6331.0,26.49,8
