Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,635.0,45.0,1.45,100.0,52.0,0.52,48.0,1.55,0
2012,684.0,53.0,1.66,113.0,5.0,0.04,56.0,1.75,17
2013,730.0,41.0,1.27,99.0,132.0,1.33,52.0,1.63,-22
2014,830.0,52.0,1.63,125.0,111.0,0.89,66.0,2.06,26
2015,893.0,59.0,1.85,145.0,123.0,0.85,92.0,2.88,13
2016,942.0,64.0,1.94,159.0,107.0,0.67,92.0,2.79,8
2017,1020.0,59.0,1.79,160.0,189.0,1.18,97.0,2.94,-7
2018,1126.0,62.0,1.89,175.0,165.0,0.94,87.0,2.64,5
2019,1199.0,77.0,2.31,167.0,153.0,0.92,108.0,3.27,24
2020,1257.0,76.0,2.28,176.0,219.0,1.24,94.0,2.85,-1
