Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2036.0,24.0,0.28,183.0,0.0,0.0,99.0,1.16,0
2011,5027.0,377.0,3.96,738.0,465.0,0.63,190.0,2.0,1470
2012,8565.0,411.0,5.18,883.0,1.0,0.0,551.0,6.97,9
2013,8985.0,521.0,5.0,926.0,-168.0,-0.0,185.0,1.78,26
2014,9107.0,309.0,2.96,603.0,-80.0,-0.0,423.0,4.07,-40
2015,5430.0,297.0,2.94,596.0,-101.0,-0.0,319.0,3.16,-3
2016,4781.0,10.0,1.11,262.0,427.0,1.63,135.0,15.0,-96
2017,5987.0,216.0,3.16,322.0,682.0,2.12,48.0,0.71,2057
2018,7124.0,411.0,3.12,815.0,499.0,0.61,518.0,3.95,90
2019,6364.0,362.0,3.62,880.0,538.0,0.61,663.0,6.63,-11
