Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0
2011,32.0,2.0,0.04,4.0,2.0,0.5,0.0,0.0,0
2012,38.0,4.0,0.04,4.0,5.0,1.25,-2.0,-0.03,99
2013,20.0,-7.0,-7.0,-7.0,4.0,0.0,-1.0,-1.0,-274
2014,10.0,-4.0,-4.0,-4.0,3.0,0.0,0.0,0.0,42
2015,10.0,-4.0,-4.0,-4.0,3.0,0.0,2.0,2.0,0
2016,11.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,100
2017,22.0,7.0,0.21,7.0,-4.0,-0.0,7.0,0.22,69900
2018,30.0,7.0,0.28,7.0,-10.0,-0.0,4.0,0.16,0
2019,44.0,8.0,0.24,10.0,-14.0,-0.0,3.0,0.09,14
2020,50.0,8.0,0.24,7.0,-14.0,-0.0,4.0,0.0,0
