Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,16.0,7.0,0.39,7.0,0.0,0.0,4.0,0.22,0
2011,104.0,11.0,0.61,23.0,11.0,0.48,20.0,1.11,56
2012,127.0,30.0,1.67,55.0,48.0,0.87,-8.0,-0.44,172
2013,143.0,-4.0,-0.22,11.0,44.0,4.0,5.0,0.28,-113
2014,119.0,-20.0,-1.12,-5.0,46.0,0.0,-1.0,-0.06,-401
2015,123.0,-1.0,-0.04,12.0,52.0,4.33,-4.0,-0.21,94
2016,145.0,-4.0,-0.22,12.0,69.0,5.75,3.0,0.16,-304
2017,159.0,-4.0,-0.19,14.0,75.0,5.36,-2.0,-0.09,0
2018,162.0,-5.0,-0.18,17.0,75.0,4.41,-8.0,-0.31,-25
2019,173.0,-5.0,-0.18,13.0,75.0,5.77,3.0,0.12,0
