Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,63.0,5.0,0.63,6.0,0.0,0.0,2.0,0.25,0
2011,142.0,8.0,1.0,19.0,-38.0,-0.0,10.0,1.25,59
2012,102.0,4.0,0.52,5.0,-27.0,-0.0,-4.0,-0.5,-50
2013,129.0,-1.0,-0.12,4.0,-23.0,-0.0,-2.0,-0.25,-124
2014,118.0,0.0,0.0,5.0,-15.0,-0.0,6.0,0.75,100
2015,106.0,-9.0,-1.13,-6.0,-13.0,-0.0,-2.0,-0.25,-90100
2016,97.0,-6.0,-0.76,-4.0,-15.0,-0.0,-1.0,-0.13,33
2017,81.0,-10.0,-1.26,-8.0,-17.0,-0.0,-1.0,-0.13,-66
2018,64.0,-5.0,-0.55,-3.0,-11.0,-0.0,-6.0,-0.67,49
2019,50.0,5.0,0.55,2.0,-22.0,-0.0,6.0,0.67,200
