Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,6.0,-2.0,-0.2,-2.0,0.0,0.0,1.0,0.1,0
2011,13.0,0.0,0.0,2.0,3.0,1.5,1.0,1.0,100
2012,14.0,-4.0,-4.0,-2.0,3.0,0.0,-2.0,-2.0,-40099
2013,18.0,2.0,0.08,4.0,-3.0,-0.0,2.0,0.08,150
2014,22.0,4.0,0.16,4.0,-5.0,-0.0,-1.0,-0.05,99
2015,27.0,6.0,0.38,4.0,-7.0,-0.0,0.0,0.0,49
2016,32.0,2.0,0.5,2.0,0.0,0.0,-4.0,-1.0,-66
2017,40.0,4.0,0.36,7.0,-2.0,-0.0,1.0,0.09,99
2018,35.0,2.0,0.28,2.0,-6.0,-0.0,0.0,0.0,-50
2019,27.0,0.0,0.0,-2.0,-1.0,-0.0,0.0,0.0,-100
