Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,10.0,-2.0,-0.09,-2.0,0.0,0.0,-4.0,-0.18,0
2011,18.0,-5.0,-0.24,-4.0,-21.0,-0.0,-6.0,-0.27,-151
2012,19.0,0.0,0.0,-2.0,-18.0,-0.0,-6.0,-0.27,100
2013,15.0,-4.0,-0.2,-5.0,-15.0,-0.0,-7.0,-0.32,-40099
2014,13.0,-5.0,-0.22,-6.0,-6.0,-0.0,-12.0,-0.55,-25
2015,8.0,-4.0,-0.2,-4.0,-9.0,-0.0,-5.0,-0.23,19
2016,8.0,-6.0,-0.29,-6.0,-2.0,-0.0,-6.0,-0.27,-50
2017,11.0,4.0,0.2,4.0,-3.0,-0.0,-2.0,-0.1,166
2018,28.0,10.0,0.35,6.0,-6.0,-0.0,0.0,0.0,149
2019,27.0,4.0,0.12,4.0,0.0,0.0,1.0,0.04,-60
