Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,7.0,4.0,0.24,4.0,-10.0,-0.0,0.0,0.0,0
2012,7.0,4.0,0.24,4.0,-12.0,-0.0,0.0,0.0,0
2013,9.0,4.0,0.24,4.0,-10.0,-0.0,-2.0,-0.13,0
2014,9.0,4.0,0.24,5.0,-8.0,-0.0,0.0,0.0,0
2015,16.0,4.0,0.24,6.0,-8.0,-0.0,3.0,0.18,0
2016,18.0,4.0,0.24,8.0,-8.0,-0.0,0.0,0.0,0
2017,22.0,5.0,0.3,9.0,-6.0,-0.0,1.0,0.06,24
2018,28.0,7.0,0.42,12.0,-9.0,-0.0,3.0,0.18,39
2019,32.0,7.0,3.5,11.0,-11.0,-0.0,6.0,3.0,0
2020,36.0,8.0,2.22,12.0,-12.0,-0.0,4.0,0.22,14
