Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,734.0,-68.0,-2.62,67.0,169.0,2.52,43.0,1.65,0
2011,1016.0,62.0,2.13,190.0,121.0,0.64,84.0,2.9,191
2012,921.0,7.0,0.16,74.0,136.0,1.84,53.0,1.23,-88
2013,821.0,-80.0,-1.83,16.0,287.0,17.94,33.0,0.75,-1241
2014,832.0,-67.0,-1.49,37.0,341.0,9.22,-37.0,-0.82,16
2015,821.0,-14.0,-0.32,70.0,335.0,4.79,9.0,0.2,79
2016,733.0,-53.0,-1.15,47.0,322.0,6.85,13.0,0.28,-278
2017,756.0,48.0,1.04,86.0,279.0,3.24,47.0,1.02,190
2018,1199.0,252.0,4.34,269.0,38.0,0.14,60.0,1.03,424
2019,1032.0,205.0,3.45,241.0,87.0,0.36,-12.0,-0.2,-18
2020,1321.0,134.0,2.26,183.0,103.0,0.56,-31.0,-0.53,-34
