Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,36.0,2.0,0.66,1.0,0.0,0.0,0.0,0.0,0
2011,72.0,4.0,1.32,5.0,10.0,2.0,-2.0,-0.67,66
2012,82.0,5.0,1.66,6.0,15.0,2.5,-4.0,-1.33,19
2013,88.0,5.0,1.66,6.0,11.0,1.83,1.0,0.33,0
2014,106.0,5.0,1.66,8.0,22.0,2.75,3.0,1.0,0
2015,107.0,5.0,1.66,8.0,23.0,2.88,-4.0,-1.33,0
2016,122.0,6.0,1.99,9.0,27.0,3.0,5.0,1.67,16
2017,128.0,3.0,1.0,8.0,38.0,4.75,-2.0,-0.67,-42
2018,135.0,5.0,1.65,9.0,40.0,4.44,0.0,0.0,49
2019,140.0,5.0,1.65,10.0,28.0,2.8,9.0,3.0,0
