Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2018,576.0,7.0,0.1,35.0,0.0,0.0,85.0,1.25,0
2019,1297.0,2.0,0.02,56.0,419.0,7.48,72.0,0.77,-71
