Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,6.0,2.0,0.04,1.0,0.0,0.0,0.0,0.0,0
2011,15.0,5.0,0.09,6.0,11.0,1.83,0.0,0.0,148
2012,18.0,0.0,0.01,9.0,10.0,1.11,0.0,0.0,-100
2013,14.0,4.0,0.68,7.0,3.0,0.43,2.0,0.33,39900
2014,11.0,1.0,0.18,2.0,1.0,0.5,1.0,0.17,-75
2015,4.0,-25.0,-4.18,-14.0,1.0,0.0,-2.0,-0.33,-2575
2016,4.0,-4.0,-0.68,-2.0,2.0,0.0,-4.0,-0.67,83
2017,4.0,-2.0,-0.2,2.0,1.0,0.5,-4.0,-0.4,49
2018,4.0,2.0,0.2,4.0,-1.0,-0.0,0.0,0.0,200
2019,4.0,-2.0,-0.2,2.0,-3.0,-0.0,-4.0,-0.4,-199
