Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,2.0,0.16,1.0,0.0,0.0,1.0,0.08,0
2011,4.0,4.0,0.28,4.0,-1.0,-0.0,2.0,0.13,99
2012,4.0,4.0,2.0,4.0,-1.0,-0.0,-1.0,-0.5,0
2013,4.0,4.0,1.32,4.0,-1.0,-0.0,1.0,0.33,0
2014,5.0,0.0,0.0,0.0,-2.0,0.0,-1.0,-0.25,-100
2015,8.0,-6.0,-1.01,-6.0,-4.0,-0.0,-8.0,-1.33,-60100
2016,9.0,5.0,0.72,-4.0,-8.0,-0.0,-11.0,-1.57,183
2017,12.0,-4.0,-0.52,-4.0,-5.0,-0.0,-8.0,-1.0,-179
2018,14.0,-6.0,-0.76,-5.0,-4.0,-0.0,-6.0,-0.75,-50
2019,21.0,-10.0,-1.0,-9.0,-11.0,-0.0,-9.0,-0.9,-66
