Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1.0,-14.0,-0.18,0.0,0.0,0.0,0.0,0.0,0
2011,4.0,-7.0,-0.06,-7.0,-1.0,-0.0,-7.0,-0.05,49
2012,4.0,-4.0,-0.04,-4.0,2.0,0.0,-7.0,-0.04,42
2013,5.0,-5.0,-0.05,-4.0,3.0,0.0,-5.0,-0.04,-25
2014,8.0,-4.0,-0.28,-4.0,3.0,0.0,-6.0,-0.43,19
2015,13.0,-5.0,-0.34,-2.0,6.0,0.0,-8.0,-0.53,-25
2016,27.0,-1.0,-0.06,2.0,-3.0,-0.0,-4.0,-0.24,79
2017,41.0,-13.0,-0.62,-9.0,-3.0,-0.0,-5.0,-0.24,-1213
2018,39.0,-16.0,-0.64,-14.0,-2.0,-0.0,-17.0,-0.68,-23
2019,34.0,-30.0,-1.2,-28.0,-1.0,-0.0,-6.0,-0.24,-87
