Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,4.0,-6.0,-1.5,1.0,0.0,0.0,2.0,0.5,0
2011,4.0,-4.0,-4.0,-4.0,-41.0,-0.0,1.0,1.0,33
2012,4.0,-4.0,-0.68,-4.0,-10.0,-0.0,-2.0,-0.33,0
2013,5.0,-2.0,-0.14,-2.0,2.0,0.0,-3.0,-0.2,49
2014,8.0,2.0,0.0,2.0,-9.0,-0.0,-3.0,0.0,200
2015,8.0,6.0,0.35,4.0,-6.0,-0.0,0.0,0.0,198
2016,11.0,4.0,0.24,4.0,-39.0,-0.0,-2.0,-0.13,-33
2017,12.0,2.0,0.12,4.0,-27.0,-0.0,0.0,0.0,-50
2018,19.0,4.0,1.0,4.0,-33.0,-0.0,-16.0,-4.0,99
2019,31.0,8.0,2.0,10.0,-2.0,-0.0,-106.0,-26.5,99
