Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2014,1673.0,45.0,1.0,127.0,151.0,1.19,-35.0,-0.78,0
2015,1104.0,-45.0,-1.02,-31.0,158.0,0.0,29.0,0.66,-199
2016,867.0,-104.0,-2.36,-53.0,111.0,0.0,32.0,0.73,-131
2017,1328.0,-42.0,-0.95,50.0,141.0,2.82,-26.0,-0.59,59
2018,1608.0,-31.0,-0.7,66.0,168.0,2.55,-19.0,-0.43,26
2019,1207.0,-109.0,-2.47,-33.0,141.0,0.0,34.0,0.77,-251
