Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,31.0,6.0,0.42,11.0,0.0,0.0,8.0,0.57,0
2011,84.0,18.0,1.04,33.0,69.0,2.09,22.0,1.29,199
2012,86.0,22.0,1.28,42.0,112.0,2.67,36.0,2.12,22
2013,90.0,23.0,1.34,43.0,80.0,1.86,36.0,2.12,4
2014,96.0,26.0,1.42,45.0,164.0,3.64,32.0,1.78,12
2015,100.0,28.0,1.52,47.0,221.0,4.7,25.0,1.39,7
2016,125.0,34.0,1.52,55.0,194.0,3.53,36.0,1.64,21
2017,130.0,38.0,1.78,59.0,205.0,3.47,44.0,2.1,11
2018,150.0,44.0,1.99,63.0,280.0,4.44,46.0,2.09,15
2019,189.0,58.0,2.32,79.0,246.0,3.11,57.0,2.28,31
