Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,53.0,2.0,0.22,3.0,0.0,0.0,4.0,0.44,0
2011,110.0,4.0,0.36,7.0,-1.0,-0.0,-5.0,-0.45,99
2012,118.0,4.0,0.24,6.0,-2.0,-0.0,5.0,0.31,0
2013,149.0,4.0,0.48,10.0,21.0,2.1,4.0,0.5,0
2014,195.0,10.0,0.76,19.0,21.0,1.11,2.0,0.15,149
2015,209.0,12.0,0.91,21.0,22.0,1.05,3.0,0.23,19
2016,250.0,13.0,1.07,23.0,41.0,1.78,6.0,0.5,8
2017,264.0,12.0,0.99,29.0,38.0,1.31,19.0,1.58,-7
2018,345.0,15.0,1.14,27.0,116.0,4.3,15.0,1.15,24
2019,375.0,9.0,0.59,26.0,112.0,4.31,11.0,0.73,-40
2020,383.0,10.0,0.66,28.0,97.0,3.46,24.0,1.6,10
