Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,23.0,2.0,0.08,1.0,0.0,0.0,1.0,0.04,0
2011,41.0,0.0,0.0,3.0,4.0,1.33,-4.0,-0.17,-100
2012,54.0,11.0,0.43,14.0,13.0,0.93,-12.0,-0.46,109900
2013,56.0,-5.0,-0.21,-7.0,18.0,0.0,-8.0,-0.33,-145
2014,54.0,0.0,0.0,2.0,9.0,4.5,-3.0,-0.1,100
2015,78.0,3.0,0.09,9.0,23.0,2.56,-14.0,-0.42,29900
2016,103.0,9.0,0.25,19.0,-31.0,-0.0,4.0,0.11,199
2017,138.0,10.0,0.24,18.0,162.0,9.0,13.0,0.31,10
2018,164.0,-54.0,-1.27,-31.0,127.0,0.0,31.0,0.74,-639
2019,160.0,-25.0,-0.58,0.0,96.0,0.0,30.0,0.71,53
