Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,124.0,14.0,0.77,43.0,0.0,0.0,-2.0,-0.11,0
2011,237.0,20.0,1.09,85.0,318.0,3.74,1.0,0.06,42
2012,260.0,21.0,1.14,90.0,353.0,3.92,-24.0,-1.33,4
2013,276.0,20.0,1.04,90.0,354.0,3.93,-14.0,-0.74,-4
2014,318.0,50.0,2.5,135.0,395.0,2.93,-21.0,-1.05,149
2015,303.0,36.0,1.8,124.0,410.0,3.31,3.0,0.15,-28
2016,338.0,50.0,2.5,152.0,441.0,2.9,5.0,0.25,38
2017,388.0,59.0,2.95,155.0,449.0,2.9,-1.0,-0.05,17
2018,396.0,38.0,1.8,128.0,111.0,0.87,-45.0,-2.14,-35
2019,417.0,22.0,0.77,131.0,1410.0,10.76,-34.0,-1.21,-42
