Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,277.0,21.0,0.84,37.0,0.0,0.0,-2.0,-0.08,0
2012,251.0,15.0,0.6,33.0,34.0,1.03,13.0,0.52,-28
2013,531.0,23.0,0.86,52.0,51.0,0.98,44.0,1.69,53
2014,541.0,12.0,0.45,45.0,100.0,2.22,29.0,1.12,-47
2015,379.0,-45.0,-1.8,64.0,91.0,1.42,60.0,2.4,-474
2016,384.0,34.0,1.36,61.0,33.0,0.54,81.0,3.24,175
2017,355.0,1.0,0.04,51.0,-50.0,-0.0,54.0,2.16,-97
2018,368.0,31.0,1.24,60.0,-66.0,-0.0,39.0,1.56,2969
2019,399.0,36.0,1.44,66.0,-58.0,-0.0,45.0,1.8,16
2020,430.0,36.0,1.38,68.0,-61.0,-0.0,53.0,2.04,0
