Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,145.0,11.0,0.45,19.0,0.0,0.0,5.0,0.21,0
2011,359.0,27.0,1.11,53.0,-11.0,-0.0,9.0,0.38,145
2012,373.0,26.0,1.07,53.0,1.0,0.02,15.0,0.63,-3
2013,390.0,28.0,1.15,55.0,-22.0,-0.0,32.0,1.33,7
2014,433.0,33.0,1.2,66.0,-12.0,-0.0,16.0,0.59,17
2015,404.0,23.0,0.94,50.0,-23.0,-0.0,36.0,1.5,-30
2016,381.0,23.0,0.95,51.0,-57.0,-0.0,50.0,2.08,0
2017,376.0,24.0,1.02,52.0,-79.0,-0.0,38.0,1.65,4
2018,412.0,38.0,1.56,64.0,-46.0,-0.0,35.0,1.46,58
2019,396.0,34.0,1.28,56.0,-80.0,-0.0,53.0,2.04,-10
2020,391.0,32.0,1.21,54.0,-82.0,-0.0,52.0,2.0,-5
