Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,34.0,11.0,0.27,13.0,0.0,0.0,-3.0,-0.08,0
2011,79.0,18.0,0.44,23.0,-1.0,-0.0,-2.0,-0.05,63
2012,1.0,-1.0,0.25,0.0,0.0,0.0,2.0,-0.5,-105
2013,32.0,-18.0,0.2,-15.0,10.0,0.0,-11.0,0.14,-1718
2014,21.0,-38.0,0.2,-36.0,0.0,0.0,0.0,0.0,-111
2015,18.0,-16.0,0.25,-10.0,-1.0,-0.0,-3.0,0.05,57
2016,14.0,-7.0,0.23,-5.0,-2.0,-0.0,-2.0,0.07,56
2017,11.0,-18.0,0.23,-13.0,-2.0,-0.0,-2.0,0.03,-157
2018,11.0,-10.0,0.23,-7.0,-1.0,-0.0,-2.0,0.05,44
2019,9.0,-21.0,-0.47,-15.0,-1.0,-0.0,0.0,0.0,-110
