Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,21.0,2.0,0.2,1.0,0.0,0.0,2.0,0.2,0
2011,52.0,4.0,0.4,5.0,-3.0,-0.0,0.0,0.0,99
2012,62.0,6.0,0.6,10.0,0.0,0.0,3.0,0.3,49
2013,74.0,8.0,0.8,13.0,-8.0,-0.0,7.0,0.7,33
2014,82.0,12.0,1.2,20.0,-22.0,-0.0,10.0,1.0,49
2015,91.0,14.0,1.4,22.0,-30.0,-0.0,7.0,0.7,16
2016,91.0,12.0,1.2,20.0,-35.0,-0.0,9.0,0.9,-14
2017,99.0,15.0,1.5,23.0,-37.0,-0.0,11.0,1.1,24
2018,106.0,19.0,1.9,24.0,-46.0,-0.0,15.0,1.5,26
2019,109.0,16.0,1.6,21.0,-16.0,-0.0,23.0,2.3,-15
2020,108.0,16.0,1.6,21.0,-13.0,-0.0,25.0,2.5,0
