Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,10.0,2.0,0.28,1.0,0.0,0.0,8.0,1.14,0
2011,12.0,4.0,0.68,4.0,42.0,10.5,5.0,0.83,99
2012,13.0,4.0,0.8,4.0,34.0,8.5,6.0,1.2,0
2013,15.0,4.0,0.8,4.0,24.0,6.0,8.0,1.6,0
2014,19.0,4.0,1.32,4.0,-20.0,-0.0,0.0,0.0,0
2015,25.0,2.0,0.5,4.0,-6.0,-0.0,8.0,2.0,-50
2016,40.0,4.0,0.68,10.0,-85.0,-0.0,5.0,0.83,99
2017,49.0,4.0,0.52,12.0,-21.0,-0.0,2.0,0.25,0
2018,82.0,16.0,1.33,16.0,-105.0,-0.0,18.0,1.5,299
2019,97.0,24.0,1.69,29.0,31.0,1.07,23.0,1.64,49
