Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,7.0,-11.0,-0.35,-5.0,0.0,0.0,-4.0,-0.13,0
2011,13.0,12.0,0.3,16.0,-49.0,-0.0,-16.0,-0.4,209
2012,4.0,-26.0,-0.66,-23.0,-32.0,-0.0,-24.0,-0.62,-316
2013,4.0,-22.0,-0.48,-21.0,-36.0,-0.0,-24.0,-0.53,15
2014,4.0,-31.0,-7.75,-29.0,-23.0,-0.0,-28.0,-7.0,-40
2015,4.0,-29.0,-4.84,-28.0,-19.0,-0.0,-31.0,-5.17,6
2016,4.0,-30.0,-5.0,-29.0,-1.0,-0.0,-18.0,-3.0,-3
2017,7.0,-9.0,-1.28,-8.0,6.0,0.0,-8.0,-1.14,69
2018,7.0,-9.0,-0.61,-9.0,-5.0,-0.0,-3.0,-0.2,0
2019,9.0,-2.0,-1.0,-2.0,-5.0,-0.0,-6.0,-3.0,77
