Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,0.0,-1.0,0.0,-1.0,-1.0,-0.0,-1.0,0.0,0
2012,0.0,-5.0,-2.5,-5.0,-3.0,-0.0,-5.0,-2.5,-405
2013,3.0,-4.0,-0.44,-4.0,-4.0,-0.0,-5.0,-0.56,19
2014,19.0,-3.0,-3.0,0.0,18.0,0.0,2.0,2.0,24
2015,18.0,-14.0,-14.0,-7.0,20.0,0.0,-6.0,-6.0,-368
2016,38.0,-28.0,-28.0,-4.0,13.0,0.0,8.0,8.0,-100
2017,2.0,-29.0,-29.0,-17.0,-13.0,-0.0,-12.0,-12.0,-3
2018,4.0,-11.0,-11.0,-6.0,-1.0,-0.0,-9.0,-9.0,62
2019,4.0,-4.0,-0.64,-4.0,0.0,0.0,-6.0,-1.0,63
