Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,10.0,-1.0,-0.2,0.0,0.0,0.0,0.0,0.0,0
2011,40.0,-6.0,-1.2,-6.0,1.0,0.0,-4.0,-0.8,-506
2012,47.0,-4.0,-0.56,-4.0,0.0,0.0,-4.0,-0.57,33
2013,52.0,0.0,0.0,2.0,-2.0,-0.0,1.0,0.11,100
2014,58.0,7.0,0.77,4.0,-3.0,-0.0,0.0,0.0,69900
2015,62.0,9.0,0.9,3.0,-5.0,-0.0,0.0,0.0,28
2016,83.0,3.0,0.27,2.0,0.0,0.0,1.0,0.09,-66
2017,114.0,4.0,0.32,7.0,2.0,0.29,2.0,0.17,32
2018,132.0,1.0,0.07,9.0,-6.0,-0.0,10.0,0.83,-75
2019,158.0,4.0,0.28,11.0,-1.0,-0.0,14.0,1.08,296
2020,177.0,4.0,0.28,12.0,53.0,4.42,12.0,0.92,0
