Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,8.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0
2011,32.0,4.0,0.08,4.0,5.0,1.25,-4.0,-0.1,148
2012,26.0,-5.0,-5.0,-2.0,6.0,0.0,-2.0,-2.0,-179
2013,20.0,2.0,0.22,4.0,5.0,1.25,2.0,0.22,175
2014,23.0,-2.0,-2.0,2.0,4.0,2.0,-2.0,-2.0,-133
2015,20.0,2.0,0.28,2.0,3.0,1.5,-2.0,-0.29,403
2016,19.0,-5.0,-5.0,-1.0,4.0,0.0,-2.0,-2.0,-232
2017,22.0,4.0,0.08,4.0,4.0,1.0,-4.0,-0.11,225
2018,24.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,-80
2019,41.0,-2.0,-0.2,2.0,13.0,6.5,-2.0,-0.2,-199
2020,45.0,-2.0,-0.2,0.0,18.0,0.0,-5.0,-0.5,-1
