Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2017,11146.0,945.0,0.8,2065.0,0.0,0.0,423.0,0.36,0
2018,46378.0,3333.0,1.91,8010.0,64092.0,8.0,8148.0,4.73,252
2019,46508.0,4846.0,2.38,10147.0,65169.0,6.42,7153.0,3.55,45
