Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,16.0,2.0,0.26,1.0,0.0,0.0,-2.0,-0.25,0
2011,29.0,4.0,0.52,4.0,1.0,0.25,-3.0,-0.38,99
2012,29.0,4.0,0.52,4.0,1.0,0.25,-3.0,-0.38,0
2013,31.0,4.0,0.52,4.0,-1.0,-0.0,-3.0,-0.38,0
2014,31.0,4.0,0.52,4.0,-1.0,-0.0,-4.0,-0.5,0
2015,32.0,2.0,0.26,4.0,0.0,0.0,-4.0,-0.5,-50
2016,34.0,2.0,0.22,3.0,-2.0,-0.0,0.0,0.0,0
2017,37.0,4.0,0.44,4.0,3.0,0.75,-2.0,-0.22,99
2018,40.0,2.0,0.22,5.0,4.0,0.8,-3.0,-0.33,-50
2019,40.0,4.0,0.44,4.0,-1.0,-0.0,1.0,0.11,99
