Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,4.0,2.0,0.22,2.0,0.0,0.0,-2.0,-0.22,0
2011,8.0,4.0,0.44,4.0,3.0,0.75,-5.0,-0.56,99
2012,15.0,4.0,2.0,7.0,-2.0,-0.0,-2.0,-1.0,0
2013,33.0,4.0,0.08,5.0,-9.0,-0.0,-1.0,-0.02,0
2014,32.0,-4.0,-4.0,0.0,3.0,0.0,-4.0,-4.0,-199
2015,21.0,-4.0,-4.0,-2.0,7.0,0.0,-6.0,-6.0,0
2016,12.0,-7.0,-7.0,-5.0,4.0,0.0,-6.0,-6.0,-75
2017,16.0,-8.0,-8.0,-4.0,2.0,0.0,-6.0,-6.0,-14
2018,12.0,-6.0,-6.0,-8.0,3.0,0.0,-6.0,-6.0,24
2019,1.0,-4.0,-6.0,-4.0,-2.0,-0.0,-5.0,0.0,33
