Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2014,20.0,-7.0,-3.5,-5.0,0.0,0.0,-7.0,-3.5,0
2015,75.0,-57.0,-2.98,-49.0,-111.0,-0.0,-52.0,-2.74,-715
2016,121.0,-72.0,-1.7,-53.0,-21.0,-0.0,-54.0,-1.29,-26
2017,231.0,-105.0,-1.9,-55.0,86.0,0.0,-36.0,-0.65,-45
2018,415.0,-95.0,-1.41,-34.0,-63.0,-0.0,-3.0,-0.05,9
2019,551.0,-98.0,-1.36,-34.0,-76.0,-0.0,26.0,0.37,-3
2020,603.0,-97.0,-1.33,-32.0,-62.0,-0.0,27.0,0.36,1
