Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,123.0,9.0,0.39,7.0,0.0,0.0,2.0,0.09,0
2011,281.0,19.0,0.83,46.0,-217.0,-0.0,15.0,0.65,110
2012,291.0,24.0,1.09,45.0,-232.0,-0.0,46.0,2.09,26
2013,295.0,12.0,0.59,34.0,-155.0,-0.0,27.0,1.29,-50
2014,310.0,9.0,0.48,30.0,-103.0,-0.0,25.0,1.32,-25
2015,311.0,10.0,0.55,28.0,-100.0,-0.0,28.0,1.56,10
2016,324.0,16.0,0.9,39.0,-137.0,-0.0,38.0,2.11,59
2017,336.0,14.0,0.78,34.0,-133.0,-0.0,30.0,1.67,-12
2018,98.0,14.0,0.76,30.0,-140.0,-0.0,33.0,1.83,0
2019,460.0,-10.0,-0.56,39.0,63.0,1.62,37.0,2.06,-171
