Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,113.0,3.0,0.13,20.0,0.0,0.0,-38.0,-1.81,0
2011,207.0,17.0,0.8,46.0,83.0,1.8,43.0,2.05,464
2012,138.0,5.0,0.24,27.0,87.0,3.22,11.0,0.52,-70
2013,193.0,11.0,0.49,36.0,104.0,2.89,29.0,1.32,119
2014,302.0,38.0,1.71,80.0,163.0,2.04,49.0,2.23,245
2015,398.0,43.0,1.94,88.0,147.0,1.67,48.0,2.18,13
2016,414.0,38.0,1.7,94.0,290.0,3.09,60.0,2.73,-11
2017,473.0,54.0,2.44,90.0,270.0,3.0,60.0,2.73,42
2018,521.0,43.0,1.94,91.0,247.0,2.71,51.0,2.32,-20
2019,570.0,47.0,2.03,98.0,209.0,2.13,68.0,2.96,9
