Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2012,9353.0,612.0,2.05,606.0,2008.0,3.31,3253.0,10.95,0
2013,8389.0,788.0,2.39,756.0,-37.0,-0.0,3224.0,9.74,28
2014,10587.0,2530.0,8.98,801.0,274.0,0.34,3595.0,12.79,221
2015,8246.0,537.0,2.94,476.0,947.0,1.99,3247.0,17.84,-78
2016,8430.0,-297.0,-1.56,11.0,1454.0,132.18,3691.0,19.43,-155
2017,8375.0,-2792.0,-18.49,528.0,2242.0,4.25,1582.0,10.48,-840
2018,8281.0,1012.0,7.65,610.0,1599.0,2.62,1868.0,14.15,136
2019,6631.0,-75.0,-0.54,-702.0,1862.0,0.0,1310.0,9.29,-107
