Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,129.0,5.0,0.71,9.0,50.0,5.56,-15.0,-2.14,0
2011,239.0,9.0,1.28,18.0,32.0,1.78,0.0,0.0,79
2012,227.0,9.0,1.28,17.0,19.0,1.12,12.0,1.71,0
2013,243.0,5.0,0.71,16.0,34.0,2.13,-8.0,-1.14,-44
2014,283.0,25.0,3.57,21.0,32.0,1.52,7.0,1.0,399
2015,268.0,5.0,0.71,15.0,20.0,1.33,15.0,2.14,-80
2016,258.0,-2.0,-0.28,3.0,10.0,3.33,16.0,2.29,-139
2017,251.0,8.0,1.14,15.0,-1.0,-0.0,13.0,1.86,502
2018,251.0,13.0,1.83,21.0,-10.0,-0.0,13.0,1.86,62
2019,268.0,16.0,2.26,25.0,-15.0,-0.0,13.0,1.86,22
