Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,19.0,4.0,1.34,4.0,0.0,0.0,3.0,1.0,0
2011,40.0,9.0,3.01,16.0,311.0,19.44,10.0,3.33,124
2012,42.0,11.0,2.2,21.0,357.0,17.0,14.0,2.8,22
2013,45.0,12.0,2.4,23.0,399.0,17.35,16.0,3.2,8
2014,50.0,12.0,2.0,23.0,437.0,19.0,9.0,1.5,0
2015,52.0,12.0,1.32,24.0,464.0,19.33,16.0,1.78,0
2016,55.0,13.0,1.43,23.0,528.0,22.96,11.0,1.22,8
2017,117.0,24.0,1.6,47.0,795.0,16.91,34.0,2.27,84
2018,117.0,30.0,1.98,43.0,688.0,16.0,30.0,2.0,24
2019,116.0,22.0,1.45,33.0,494.0,14.97,27.0,1.8,-26
