Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,65.0,2.0,0.34,3.0,0.0,0.0,0.0,0.0,0
2011,142.0,4.0,0.68,11.0,-5.0,-0.0,-3.0,-0.5,99
2012,155.0,7.0,1.16,15.0,-11.0,-0.0,8.0,1.33,74
2013,141.0,5.0,0.84,12.0,-14.0,-0.0,6.0,1.0,-28
2014,138.0,6.0,1.0,13.0,-11.0,-0.0,4.0,0.67,19
2015,143.0,5.0,0.84,10.0,-15.0,-0.0,5.0,0.83,-16
2016,136.0,7.0,1.16,13.0,-20.0,-0.0,7.0,1.17,39
2017,204.0,3.0,0.5,16.0,14.0,0.88,5.0,0.83,-57
2018,232.0,13.0,2.16,22.0,17.0,0.77,8.0,1.33,331
2019,249.0,11.0,1.81,22.0,80.0,3.64,16.0,2.67,-15
