Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,54.0,6.0,0.5,3.0,0.0,0.0,1.0,0.08,0
2011,120.0,9.0,0.6,20.0,119.0,5.95,108.0,7.2,49
2012,166.0,24.0,1.5,47.0,148.0,3.15,-130.0,-8.13,166
2013,179.0,25.0,1.25,43.0,88.0,2.05,131.0,6.55,4
2014,184.0,28.0,1.21,49.0,324.0,6.61,-153.0,-6.65,11
2015,226.0,37.0,1.6,65.0,311.0,4.78,-6.0,-0.26,32
2016,269.0,37.0,1.48,67.0,332.0,4.96,-37.0,-1.48,0
2017,268.0,37.0,1.42,59.0,238.0,4.03,152.0,5.85,0
2018,286.0,41.0,1.5,60.0,224.0,3.73,159.0,5.89,10
2019,277.0,36.0,1.32,63.0,242.0,3.84,199.0,7.37,-12
