Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,77.0,2.0,0.12,3.0,0.0,0.0,16.0,0.94,0
2011,149.0,3.0,0.18,15.0,96.0,6.4,35.0,2.06,49
2012,137.0,0.0,0.0,9.0,-419.0,-0.0,52.0,52.0,-100
2013,131.0,5.0,0.3,17.0,-434.0,-0.0,28.0,1.65,49900
2014,126.0,7.0,0.42,20.0,87.0,4.35,18.0,1.06,39
2015,129.0,7.0,0.42,23.0,101.0,4.39,26.0,1.53,0
2016,129.0,9.0,0.54,29.0,31.0,1.07,18.0,1.06,28
2017,133.0,10.0,0.6,34.0,15.0,0.44,34.0,2.0,10
2018,142.0,24.0,1.4,40.0,12.0,0.3,31.0,1.82,139
2019,155.0,29.0,1.8,51.0,5.0,0.1,48.0,3.0,20
