Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,40.0,2.0,0.28,1.0,0.0,0.0,2.0,0.29,0
2011,105.0,1.0,0.15,3.0,-1.0,-0.0,-4.0,-0.57,-50
2012,91.0,-15.0,-2.15,-19.0,3.0,0.0,0.0,0.0,-1585
2013,84.0,4.0,0.56,4.0,-7.0,-0.0,-2.0,-0.29,126
2014,106.0,8.0,1.14,7.0,-17.0,-0.0,8.0,1.14,99
2015,133.0,4.0,0.52,8.0,-10.0,-0.0,3.0,0.38,-50
2016,206.0,7.0,0.89,12.0,-14.0,-0.0,16.0,2.0,74
2017,272.0,10.0,1.1,16.0,-8.0,-0.0,7.0,0.78,42
2018,270.0,9.0,0.99,18.0,60.0,3.33,3.0,0.33,-10
2019,441.0,4.0,0.36,23.0,129.0,5.61,6.0,0.55,-55
