Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,890.0,108.0,1.65,963.0,0.0,0.0,2.0,0.03,0
2010,672.0,231.0,3.64,-115.0,1.0,0.0,137.0,2.17,113
2011,705.0,285.0,4.73,119.0,-81.0,-0.0,157.0,2.62,23
2012,708.0,274.0,4.48,71.0,7.0,0.1,89.0,1.46,-3
2013,736.0,295.0,4.81,-17.0,121.0,0.0,38.0,0.62,7
2014,835.0,194.0,3.33,-437.0,53.0,0.0,95.0,1.64,-34
2015,756.0,114.0,2.09,163.0,106.0,0.65,108.0,2.0,-41
2016,898.0,149.0,2.84,276.0,331.0,1.2,176.0,3.38,30
2017,877.0,105.0,1.99,188.0,277.0,1.47,173.0,3.33,-29
2018,869.0,46.0,0.87,50.0,207.0,4.14,176.0,3.38,-56
2019,1174.0,0.0,-0.01,371.0,110.0,0.3,146.0,2.75,-100
