Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,56.0,7.0,2.33,28.0,0.0,0.0,15.0,5.0,0
2011,125.0,7.0,2.33,58.0,61.0,1.05,43.0,14.33,0
2012,119.0,12.0,6.0,46.0,114.0,2.48,41.0,20.5,71
2013,122.0,11.0,5.5,45.0,112.0,2.49,37.0,18.5,-8
2014,143.0,27.0,8.99,70.0,91.0,1.3,60.0,20.0,145
2015,77.0,-13.0,-13.0,15.0,86.0,5.73,24.0,24.0,-148
2016,56.0,5.0,5.0,39.0,59.0,1.51,43.0,43.0,138
2017,9.0,49.0,16.33,76.0,43.0,0.57,85.0,28.33,878
2018,14.0,13.0,6.5,58.0,61.0,1.05,41.0,20.5,-73
2019,88.0,11.0,5.5,59.0,58.0,0.98,36.0,18.0,-15
