Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,34.0,-2.0,-0.12,1.0,0.0,0.0,0.0,0.0,0
2011,76.0,0.0,0.0,9.0,-61.0,-0.0,3.0,0.18,100
2012,86.0,-9.0,-0.53,-6.0,-50.0,-0.0,2.0,0.12,-90100
2013,102.0,4.0,0.24,9.0,-57.0,-0.0,6.0,0.33,144
2014,105.0,3.0,0.17,10.0,-59.0,-0.0,3.0,0.17,-25
2015,89.0,-2.0,-0.12,3.0,-31.0,-0.0,7.0,0.41,-166
2016,83.0,-16.0,-1.0,3.0,-32.0,-0.0,5.0,0.31,-704
2017,89.0,2.0,0.13,4.0,-37.0,-0.0,4.0,0.25,112
2018,81.0,-12.0,-0.67,-2.0,-34.0,-0.0,-1.0,-0.06,-697
2019,88.0,2.0,0.1,6.0,-39.0,-0.0,5.0,0.28,116
