Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,142.0,8.0,0.67,0.0,0.0,0.0,0.0,0.0,0
2011,543.0,21.0,1.6,50.0,15.0,0.3,11.0,0.85,162
2012,539.0,17.0,1.3,43.0,-7.0,-0.0,33.0,2.54,-19
2013,538.0,21.0,1.61,48.0,-24.0,-0.0,29.0,2.23,23
2014,516.0,10.0,0.77,28.0,-12.0,-0.0,2.0,0.15,-52
2015,497.0,-4.0,-0.31,10.0,38.0,3.8,-11.0,-0.85,-139
2016,432.0,-31.0,-2.38,13.0,40.0,3.08,-1.0,-0.08,-676
2017,405.0,-20.0,-1.54,2.0,34.0,17.0,2.0,0.15,35
2018,382.0,-13.0,-0.99,6.0,44.0,7.33,-6.0,-0.46,34
2019,361.0,-12.0,-1.1,6.0,47.0,7.83,-11.0,-1.83,7
