Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,27.0,4.0,2.0,7.0,0.0,0.0,6.0,3.0,0
2011,62.0,12.0,6.0,22.0,-15.0,-0.0,17.0,8.5,199
2012,66.0,15.0,4.99,24.0,-7.0,-0.0,20.0,6.67,24
2013,84.0,20.0,6.65,33.0,-33.0,-0.0,30.0,10.0,33
2014,105.0,29.0,9.66,50.0,-35.0,-0.0,37.0,12.33,44
2015,121.0,35.0,11.66,56.0,-57.0,-0.0,46.0,15.33,20
2016,145.0,44.0,14.66,72.0,-57.0,-0.0,15.0,5.0,25
2017,157.0,50.0,16.66,79.0,-76.0,-0.0,55.0,18.33,13
2018,137.0,44.0,14.65,64.0,-84.0,-0.0,23.0,7.67,-12
2019,165.0,58.0,19.31,77.0,-93.0,-0.0,51.0,17.0,31
2020,128.0,37.0,12.32,51.0,-97.0,-0.0,36.0,12.0,-36
