Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2014,5.0,-16.0,-8.0,-13.0,-3.0,-0.0,-14.0,-7.0,0
2015,4.0,-15.0,-0.54,-11.0,-25.0,-0.0,-16.0,-0.57,6
2016,4.0,-18.0,-9.0,-16.0,-25.0,-0.0,-18.0,-9.0,-20
2017,4.0,-14.0,-7.0,-11.0,-12.0,-0.0,-16.0,-8.0,22
2018,2.0,-13.0,-4.33,-10.0,-20.0,-0.0,-16.0,-5.33,7
2019,4.0,-28.0,-4.67,-27.0,-22.0,-0.0,-19.0,-3.17,-115
