Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,318.0,-76.0,-1.37,-20.0,0.0,0.0,68.0,1.24,0
2011,470.0,-17.0,-4.25,-8.0,205.0,0.0,214.0,53.5,78
2012,528.0,312.0,0.14,59.0,389.0,6.59,151.0,0.07,2057
2013,402.0,68.0,2.72,95.0,-2.0,-0.0,67.0,2.68,-77
2014,669.0,25.0,-0.02,60.0,391.0,6.52,90.0,-0.14,-62
2015,742.0,139.0,1.39,64.0,477.0,7.45,-11.0,-0.11,438
2016,1744.0,41.0,1.18,2365.0,402.0,0.17,73.0,2.15,-70
2017,1910.0,101.0,0.79,2645.0,338.0,0.13,44.0,0.35,142
2018,2097.0,53.0,0.35,2996.0,430.0,0.14,43.0,0.29,-47
2019,2686.0,38.0,0.25,3455.0,367.0,0.11,80.0,0.55,-27
