Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,23.0,4.0,0.8,3.0,107.0,35.67,1.0,0.2,0
2011,44.0,7.0,1.4,11.0,102.0,9.27,14.0,2.8,59
2012,44.0,8.0,1.6,12.0,87.0,7.25,3.0,0.6,12
2013,44.0,8.0,1.6,12.0,118.0,9.83,13.0,2.6,0
2014,44.0,8.0,1.32,14.0,112.0,8.0,6.0,1.0,0
2015,47.0,8.0,1.32,16.0,98.0,6.13,8.0,1.33,0
2016,47.0,8.0,1.32,15.0,95.0,6.33,8.0,1.33,0
2017,59.0,7.0,1.16,18.0,111.0,6.17,11.0,1.83,-11
2018,71.0,20.0,2.84,28.0,97.0,3.46,23.0,3.29,162
2019,75.0,22.0,3.12,29.0,83.0,2.86,19.0,2.71,9
2020,78.0,16.0,2.29,21.0,74.0,3.52,21.0,2.63,-26
